x	denom	arg(denom)
 (-1.987063+0.000000j)	 (0.227117+0.000061j)	 (0.000269+0.000000j)
 (1.997795+0.000000j)	 (0.093895-0.000148j)	 (-0.001580+0.000000j)
 (1.990518+0.000000j)	 (0.194518-0.000071j)	 (-0.000367+0.000000j)
 (-1.997795+0.000000j)	 (0.093895+0.000148j)	 (0.001580+0.000000j)
 (-1.990518+0.000000j)	 (0.194518+0.000071j)	 (0.000367+0.000000j)
 (0.005894+0.000000j)	 (1.999991-0.000000j)	 (-0.000000+0.000000j)
 (-0.005894+0.000000j)	 (1.999991+0.000000j)	 (0.000000+0.000000j)
 (0.007857+0.000000j)	 (1.999985-0.000000j)	 (-0.000000+0.000000j)
 (0.003938+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (-0.007857+0.000000j)	 (1.999985+0.000000j)	 (0.000000+0.000000j)
 (-0.003938+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (0.007773+0.000000j)	 (1.999985-0.000000j)	 (-0.000000+0.000000j)
 (0.004022+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (-0.007773+0.000000j)	 (1.999985+0.000000j)	 (0.000000+0.000000j)
 (-0.004022+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (0.007606+0.000000j)	 (1.999986-0.000000j)	 (-0.000000+0.000000j)
 (0.004188+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (-0.007606+0.000000j)	 (1.999986+0.000000j)	 (0.000000+0.000000j)
 (-0.004188+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (0.007361+0.000000j)	 (1.999986-0.000000j)	 (-0.000000+0.000000j)
 (0.004431+0.000000j)	 (1.999995-0.000000j)	 (-0.000000+0.000000j)
 (-0.007361+0.000000j)	 (1.999986+0.000000j)	 (0.000000+0.000000j)
 (-0.004431+0.000000j)	 (1.999995+0.000000j)	 (0.000000+0.000000j)
 (0.007053+0.000000j)	 (1.999988-0.000000j)	 (-0.000000+0.000000j)
 (0.004737+0.000000j)	 (1.999994-0.000000j)	 (-0.000000+0.000000j)
 (-0.007053+0.000000j)	 (1.999988+0.000000j)	 (0.000000+0.000000j)
 (-0.004737+0.000000j)	 (1.999994+0.000000j)	 (0.000000+0.000000j)
 (0.006697+0.000000j)	 (1.999989-0.000000j)	 (-0.000000+0.000000j)
 (0.005093+0.000000j)	 (1.999994-0.000000j)	 (-0.000000+0.000000j)
 (-0.006697+0.000000j)	 (1.999989+0.000000j)	 (0.000000+0.000000j)
 (-0.005093+0.000000j)	 (1.999994+0.000000j)	 (0.000000+0.000000j)
 (0.006305+0.000000j)	 (1.999990-0.000000j)	 (-0.000000+0.000000j)
 (0.005483+0.000000j)	 (1.999992-0.000000j)	 (-0.000000+0.000000j)
 (-0.006305+0.000000j)	 (1.999990+0.000000j)	 (0.000000+0.000000j)
 (-0.005483+0.000000j)	 (1.999992+0.000000j)	 (0.000000+0.000000j)
 (0.001957+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.001957+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.003905+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (0.000017+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.003905+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (-0.000017+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.003821+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (0.000099+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.003821+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (-0.000099+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.003656+0.000000j)	 (1.999997-0.000000j)	 (-0.000000+0.000000j)
 (0.000264+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.003656+0.000000j)	 (1.999997+0.000000j)	 (0.000000+0.000000j)
 (-0.000264+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.003413+0.000000j)	 (1.999997-0.000000j)	 (-0.000000+0.000000j)
 (0.000505+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.003413+0.000000j)	 (1.999997+0.000000j)	 (0.000000+0.000000j)
 (-0.000505+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.003107+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (0.000809+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.003107+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (-0.000809+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.002753+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (0.001162+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.002753+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (-0.001162+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.002365+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001550+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.002365+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001550+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (2.002933+0.000000j)	 (0.000129-0.108346j)	 (-1.569606+0.000000j)
 (-2.002933+0.000000j)	 (0.000129+0.108346j)	 (1.569606+0.000000j)
 (2.011689+0.000000j)	 (0.000065-0.216547j)	 (-1.570497+0.000000j)
 (1.994227+0.000000j)	 (0.151853-0.000092j)	 (-0.000603+0.000000j)
 (-2.011689+0.000000j)	 (0.000065+0.216547j)	 (1.570497+0.000000j)
 (-1.994227+0.000000j)	 (0.151853+0.000092j)	 (0.000603+0.000000j)
 (2.011314+0.000000j)	 (0.000066-0.213035j)	 (-1.570487+0.000000j)
 (1.994598+0.000000j)	 (0.146902-0.000095j)	 (-0.000645+0.000000j)
 (-2.011314+0.000000j)	 (0.000066+0.213035j)	 (1.570487+0.000000j)
 (-1.994598+0.000000j)	 (0.146902+0.000095j)	 (0.000645+0.000000j)
 (2.010568+0.000000j)	 (0.000068-0.205874j)	 (-1.570465+0.000000j)
 (1.995336+0.000000j)	 (0.136513-0.000102j)	 (-0.000747+0.000000j)
 (-2.010568+0.000000j)	 (0.000068+0.205874j)	 (1.570465+0.000000j)
 (-1.995336+0.000000j)	 (0.136513+0.000102j)	 (0.000747+0.000000j)
 (2.009477+0.000000j)	 (0.000072-0.194929j)	 (-1.570427+0.000000j)
 (1.996417+0.000000j)	 (0.119669-0.000116j)	 (-0.000972+0.000000j)
 (-2.009477+0.000000j)	 (0.000072+0.194929j)	 (1.570427+0.000000j)
 (-1.996417+0.000000j)	 (0.119669+0.000116j)	 (0.000972+0.000000j)
 (2.008103+0.000000j)	 (0.000078-0.180212j)	 (-1.570365+0.000000j)
 (1.997780+0.000000j)	 (0.094204-0.000148j)	 (-0.001570+0.000000j)
 (-2.008103+0.000000j)	 (0.000078+0.180212j)	 (1.570365+0.000000j)
 (-1.997780+0.000000j)	 (0.094204+0.000148j)	 (0.001570+0.000000j)
 (2.006511+0.000000j)	 (0.000087-0.161510j)	 (-1.570260+0.000000j)
 (1.999363+0.000000j)	 (0.050481-0.000276j)	 (-0.005472+0.000000j)
 (-2.006511+0.000000j)	 (0.000087+0.161510j)	 (1.570260+0.000000j)
 (-1.999363+0.000000j)	 (0.050481+0.000276j)	 (0.005472+0.000000j)
 (2.004763+0.000000j)	 (0.000101-0.138118j)	 (-1.570063+0.000000j)
 (2.001104+0.000000j)	 (0.000210-0.066458j)	 (-1.567636+0.000000j)
 (-2.004763+0.000000j)	 (0.000101+0.138118j)	 (1.570063+0.000000j)
 (-2.001104+0.000000j)	 (0.000210+0.066458j)	 (1.567636+0.000000j)
 (1.985423+0.000000j)	 (0.241032-0.000057j)	 (-0.000238+0.000000j)
 (-1.985423+0.000000j)	 (0.241032+0.000057j)	 (0.000238+0.000000j)
 (1.994077+0.000000j)	 (0.153805-0.000090j)	 (-0.000588+0.000000j)
 (1.976818+0.000000j)	 (0.303628-0.000045j)	 (-0.000150+0.000000j)
 (-1.994077+0.000000j)	 (0.153805+0.000090j)	 (0.000588+0.000000j)
 (-1.976818+0.000000j)	 (0.303628+0.000045j)	 (0.000150+0.000000j)
 (1.993707+0.000000j)	 (0.158538-0.000088j)	 (-0.000553+0.000000j)
 (1.977185+0.000000j)	 (0.301232-0.000046j)	 (-0.000152+0.000000j)
 (-1.993707+0.000000j)	 (0.158538+0.000088j)	 (0.000553+0.000000j)
 (-1.977185+0.000000j)	 (0.301232+0.000046j)	 (0.000152+0.000000j)
 (1.992969+0.000000j)	 (0.167550-0.000083j)	 (-0.000495+0.000000j)
 (1.977914+0.000000j)	 (0.296405-0.000047j)	 (-0.000157+0.000000j)
 (-1.992969+0.000000j)	 (0.167550+0.000083j)	 (0.000495+0.000000j)
 (-1.977914+0.000000j)	 (0.296405+0.000047j)	 (0.000157+0.000000j)
 (1.991891+0.000000j)	 (0.179918-0.000077j)	 (-0.000429+0.000000j)
 (1.978982+0.000000j)	 (0.289186-0.000048j)	 (-0.000165+0.000000j)
 (-1.991891+0.000000j)	 (0.179918+0.000077j)	 (0.000429+0.000000j)
 (-1.978982+0.000000j)	 (0.289186+0.000048j)	 (0.000165+0.000000j)
 (1.990533+0.000000j)	 (0.194370-0.000071j)	 (-0.000367+0.000000j)
 (1.980330+0.000000j)	 (0.279807-0.000049j)	 (-0.000176+0.000000j)
 (-1.990533+0.000000j)	 (0.194370+0.000071j)	 (0.000367+0.000000j)
 (-1.980330+0.000000j)	 (0.279807+0.000049j)	 (0.000176+0.000000j)
 (1.988959+0.000000j)	 (0.209859-0.000066j)	 (-0.000315+0.000000j)
 (1.981894+0.000000j)	 (0.268504-0.000051j)	 (-0.000192+0.000000j)
 (-1.988959+0.000000j)	 (0.209859+0.000066j)	 (0.000315+0.000000j)
 (-1.981894+0.000000j)	 (0.268504+0.000051j)	 (0.000192+0.000000j)
 (1.987232+0.000000j)	 (0.225627-0.000061j)	 (-0.000272+0.000000j)
 (1.983615+0.000000j)	 (0.255481-0.000054j)	 (-0.000212+0.000000j)
 (-1.987232+0.000000j)	 (0.225627+0.000061j)	 (0.000272+0.000000j)
 (-1.983615+0.000000j)	 (0.255481+0.000054j)	 (0.000212+0.000000j)
 (0.002938+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (-0.002938+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (0.003913+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (0.001965+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.003913+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (-0.001965+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.003871+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (0.002007+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.003871+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (-0.002007+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.003789+0.000000j)	 (1.999996-0.000000j)	 (-0.000000+0.000000j)
 (0.002089+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.003789+0.000000j)	 (1.999996+0.000000j)	 (0.000000+0.000000j)
 (-0.002089+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.003667+0.000000j)	 (1.999997-0.000000j)	 (-0.000000+0.000000j)
 (0.002210+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.003667+0.000000j)	 (1.999997+0.000000j)	 (0.000000+0.000000j)
 (-0.002210+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.003514+0.000000j)	 (1.999997-0.000000j)	 (-0.000000+0.000000j)
 (0.002363+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.003514+0.000000j)	 (1.999997+0.000000j)	 (0.000000+0.000000j)
 (-0.002363+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.003337+0.000000j)	 (1.999997-0.000000j)	 (-0.000000+0.000000j)
 (0.002540+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (-0.003337+0.000000j)	 (1.999997+0.000000j)	 (0.000000+0.000000j)
 (-0.002540+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (0.003142+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (0.002734+0.000000j)	 (1.999998-0.000000j)	 (-0.000000+0.000000j)
 (-0.003142+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (-0.002734+0.000000j)	 (1.999998+0.000000j)	 (0.000000+0.000000j)
 (0.000978+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000978+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001949+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000008+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001949+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000008+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001907+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000050+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001907+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000050+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001824+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000132+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001824+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000132+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001704+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000252+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001704+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000252+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001551+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000404+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001551+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000404+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001375+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000581+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001375+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000581+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001181+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000774+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001181+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000774+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.007342+0.000000j)	 (0.000082-0.171530j)	 (-1.570320+0.000000j)
 (-2.007342+0.000000j)	 (0.000082+0.171530j)	 (1.570320+0.000000j)
 (2.011727+0.000000j)	 (0.000065-0.216899j)	 (-1.570498+0.000000j)
 (2.002970+0.000000j)	 (0.000128-0.109039j)	 (-1.569621+0.000000j)
 (-2.011727+0.000000j)	 (0.000065+0.216899j)	 (1.570498+0.000000j)
 (-2.002970+0.000000j)	 (0.000128+0.109039j)	 (1.569621+0.000000j)
 (2.011539+0.000000j)	 (0.000065-0.215152j)	 (-1.570493+0.000000j)
 (2.003157+0.000000j)	 (0.000124-0.112413j)	 (-1.569691+0.000000j)
 (-2.011539+0.000000j)	 (0.000065+0.215152j)	 (1.570493+0.000000j)
 (-2.003157+0.000000j)	 (0.000124+0.112413j)	 (1.569691+0.000000j)
 (2.011166+0.000000j)	 (0.000066-0.211636j)	 (-1.570483+0.000000j)
 (2.003528+0.000000j)	 (0.000118-0.118841j)	 (-1.569807+0.000000j)
 (-2.011166+0.000000j)	 (0.000066+0.211636j)	 (1.570483+0.000000j)
 (-2.003528+0.000000j)	 (0.000118+0.118841j)	 (1.569807+0.000000j)
 (2.010620+0.000000j)	 (0.000068-0.206384j)	 (-1.570467+0.000000j)
 (2.004071+0.000000j)	 (0.000109-0.127675j)	 (-1.569939+0.000000j)
 (-2.010620+0.000000j)	 (0.000068+0.206384j)	 (1.570467+0.000000j)
 (-2.004071+0.000000j)	 (0.000109+0.127675j)	 (1.569939+0.000000j)
 (2.009933+0.000000j)	 (0.000070-0.199572j)	 (-1.570444+0.000000j)
 (2.004756+0.000000j)	 (0.000101-0.138012j)	 (-1.570062+0.000000j)
 (-2.009933+0.000000j)	 (0.000070+0.199572j)	 (1.570444+0.000000j)
 (-2.004756+0.000000j)	 (0.000101+0.138012j)	 (1.570062+0.000000j)
 (2.009135+0.000000j)	 (0.000073-0.191377j)	 (-1.570414+0.000000j)
 (2.005551+0.000000j)	 (0.000094-0.149113j)	 (-1.570167+0.000000j)
 (-2.009135+0.000000j)	 (0.000073+0.191377j)	 (1.570414+0.000000j)
 (-2.005551+0.000000j)	 (0.000094+0.149113j)	 (1.570167+0.000000j)
 (2.008260+0.000000j)	 (0.000077-0.181957j)	 (-1.570373+0.000000j)
 (2.006425+0.000000j)	 (0.000087-0.160439j)	 (-1.570253+0.000000j)
 (-2.008260+0.000000j)	 (0.000077+0.181957j)	 (1.570373+0.000000j)
 (-2.006425+0.000000j)	 (0.000087+0.160439j)	 (1.570253+0.000000j)
 (1.998536+0.000000j)	 (0.076514-0.000182j)	 (-0.002381+0.000000j)
 (-1.998536+0.000000j)	 (0.076514+0.000182j)	 (0.002381+0.000000j)
 (2.002895+0.000000j)	 (0.000130-0.107648j)	 (-1.569591+0.000000j)
 (1.994189+0.000000j)	 (0.152343-0.000091j)	 (-0.000599+0.000000j)
 (-2.002895+0.000000j)	 (0.000130+0.107648j)	 (1.569591+0.000000j)
 (-1.994189+0.000000j)	 (0.152343+0.000091j)	 (0.000599+0.000000j)
 (2.002708+0.000000j)	 (0.000134-0.104122j)	 (-1.569508+0.000000j)
 (1.994375+0.000000j)	 (0.149897-0.000093j)	 (-0.000619+0.000000j)
 (-2.002708+0.000000j)	 (0.000134+0.104122j)	 (1.569508+0.000000j)
 (-1.994375+0.000000j)	 (0.149897+0.000093j)	 (0.000619+0.000000j)
 (2.002338+0.000000j)	 (0.000144-0.096727j)	 (-1.569304+0.000000j)
 (1.994744+0.000000j)	 (0.144905-0.000096j)	 (-0.000663+0.000000j)
 (-2.002338+0.000000j)	 (0.000144+0.096727j)	 (1.569304+0.000000j)
 (-1.994744+0.000000j)	 (0.144905+0.000096j)	 (0.000663+0.000000j)
 (2.001795+0.000000j)	 (0.000165-0.084752j)	 (-1.568853+0.000000j)
 (1.995284+0.000000j)	 (0.137267-0.000101j)	 (-0.000739+0.000000j)
 (-2.001795+0.000000j)	 (0.000165+0.084752j)	 (1.568853+0.000000j)
 (-1.995284+0.000000j)	 (0.137267+0.000101j)	 (0.000739+0.000000j)
 (2.001111+0.000000j)	 (0.000209-0.066677j)	 (-1.567657+0.000000j)
 (1.995965+0.000000j)	 (0.126979-0.000110j)	 (-0.000863+0.000000j)
 (-2.001111+0.000000j)	 (0.000209+0.066677j)	 (1.567657+0.000000j)
 (-1.995965+0.000000j)	 (0.126979+0.000110j)	 (0.000863+0.000000j)
 (2.000319+0.000000j)	 (0.000391-0.035707j)	 (-1.559854+0.000000j)
 (1.996755+0.000000j)	 (0.113881-0.000122j)	 (-0.001074+0.000000j)
 (-2.000319+0.000000j)	 (0.000391+0.035707j)	 (1.559854+0.000000j)
 (-1.996755+0.000000j)	 (0.113881+0.000122j)	 (0.001074+0.000000j)
 (1.999448+0.000000j)	 (0.046971-0.000297j)	 (-0.006321+0.000000j)
 (1.997624+0.000000j)	 (0.097461-0.000143j)	 (-0.001467+0.000000j)
 (-1.999448+0.000000j)	 (0.046971+0.000297j)	 (0.006321+0.000000j)
 (-1.997624+0.000000j)	 (0.097461+0.000143j)	 (0.001467+0.000000j)
 (0.001467+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (-0.001467+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (0.001953+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.000982+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001953+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.000982+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001932+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001002+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001932+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001002+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001891+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001044+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001891+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001044+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001830+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001104+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001830+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001104+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001754+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001180+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001754+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001180+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001666+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001268+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001666+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001268+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.001569+0.000000j)	 (1.999999-0.000000j)	 (-0.000000+0.000000j)
 (0.001365+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.001569+0.000000j)	 (1.999999+0.000000j)	 (0.000000+0.000000j)
 (-0.001365+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000489+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000489+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000973+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000004+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000973+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000004+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000953+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000025+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000953+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000025+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000911+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000066+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000911+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000066+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000851+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000126+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000851+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000126+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000775+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000202+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000775+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000202+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000687+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000290+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000687+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000290+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (0.000590+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (0.000387+0.000000j)	 (2.000000-0.000000j)	 (-0.000000+0.000000j)
 (-0.000590+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (-0.000387+0.000000j)	 (2.000000+0.000000j)	 (0.000000+0.000000j)
 (2.000733+0.000000j)	 (0.000258-0.054139j)	 (-1.566035+0.000000j)
 (-2.000733+0.000000j)	 (0.000258+0.054139j)	 (1.566035+0.000000j)
 (2.002914+0.000000j)	 (0.000129-0.107998j)	 (-1.569599+0.000000j)
 (1.998555+0.000000j)	 (0.076023-0.000183j)	 (-0.002412+0.000000j)
 (-2.002914+0.000000j)	 (0.000129+0.107998j)	 (1.569599+0.000000j)
 (-1.998555+0.000000j)	 (0.076023+0.000183j)	 (0.002412+0.000000j)
 (2.002821+0.000000j)	 (0.000131-0.106255j)	 (-1.569559+0.000000j)
 (1.998648+0.000000j)	 (0.073538-0.000190j)	 (-0.002578+0.000000j)
 (-2.002821+0.000000j)	 (0.000131+0.106255j)	 (1.569559+0.000000j)
 (-1.998648+0.000000j)	 (0.073538+0.000190j)	 (0.002578+0.000000j)
 (2.002635+0.000000j)	 (0.000136-0.102700j)	 (-1.569472+0.000000j)
 (1.998833+0.000000j)	 (0.068327-0.000204j)	 (-0.002986+0.000000j)
 (-2.002635+0.000000j)	 (0.000136+0.102700j)	 (1.569472+0.000000j)
 (-1.998833+0.000000j)	 (0.068327+0.000204j)	 (0.002986+0.000000j)
 (2.002364+0.000000j)	 (0.000144-0.097263j)	 (-1.569320+0.000000j)
 (1.999103+0.000000j)	 (0.059882-0.000233j)	 (-0.003888+0.000000j)
 (-2.002364+0.000000j)	 (0.000144+0.097263j)	 (1.569320+0.000000j)
 (-1.999103+0.000000j)	 (0.059882+0.000233j)	 (0.003888+0.000000j)
 (2.002022+0.000000j)	 (0.000155-0.089947j)	 (-1.569070+0.000000j)
 (1.999445+0.000000j)	 (0.047126-0.000296j)	 (-0.006279+0.000000j)
